Nombre;Especie;Raza;Sexo;Edad_Años;Peso;Tamaño;Color_Pelaje;Apto_Con;Condicion_Especial;Desparasitado;Esterilizado;Con_Microchip;Vacunado;Adoptado;Caracter_Necesidad;Historia_Breve;Biografia_Final
POP;Gato;Bosque de Noruega/Europeo;Macho;5;6.5;Grande;Atigrado Gris, Pelo Largo;Cepillado Diario (Obligatorio),Ambiente con Alturas (Árbol de Gatos),Sociable con Otros Gatos,Apto para Niños Mayores;No;Sí;Sí;Sí;Sí;No;Grande,Peludo (Mantenimiento),Majestuoso,Sociable (Humano/Gato),Juguetón,Dócil,Ronroneador;Pop es un gato de pelo largo de imponente tamaño, muy tranquilo y extremadamente sociable, que fue encontrado vagando en la calle.;Pop es un majestuoso gato de 5 años con un pelaje largo y espeso (mezcla Bosque de Noruega). Es un gigante muy dócil y sociable que adora la compañía, tanto de humanos como de otros gatos. Su requisito principal es el cepillado diario para evitar nudos en su impresionante melena. Es juguetón, le encanta trepar y observar desde las alturas, por lo que necesita un buen árbol rascador. Es la compañía perfecta para una familia que valora la tranquilidad y el ronroneo constante.
HANS y GRETA;Perro;Salchicha/Miniatura;Macho (H) y Hembra (G);11;5.5;Pequeño;Marrón y Negro, Pelo Corto;Adopción Conjunta (Obligatorio),Hogar Sin Escaleras,Paseos Muy Cortos,Apto para Seniors,Mucha Calidez y Camas Bajas;Dependencia Mutua (Senior);Sí;Sí;Sí;Sí;No;Senior,Pareja (Juntos),Dependientes,Tranquilos,Poco Ruido,Duermen Mucho,Necesitan Compañía (Mutua);Hans (12) y Greta (11) son una pareja de perros mayores que han vivido juntos toda su vida. Son inseparables y deben ser adoptados juntos.;Hans y Greta son una pareja de perritos Senior que han sido inseparables durante más de una década. Su adopción es obligatoriamente conjunta debido a su fuerte Dependencia Mutua. Ambos son muy tranquilos, duermen mucho y solo necesitan paseos cortos para hacer sus necesidades. Son ideales para un hogar sereno y sin mucho ruido, preferiblemente sin escaleras para no forzar sus articulaciones mayores. Buscan una jubilación de lujo en un sofá compartido, disfrutando de la compañía del otro y de los mimos de su nueva familia.
NIKY;Gato;Europeo;Hembra;7;4.5;Mediano;Calicó/Tricolor, Pelo Corto;Hogar Indoor Exclusivo (Obligatorio),Control Veterinario Semestral,Dieta de Alta Calidad,Apta para Otros Gatos (FIV Positivos);Inmunodeficiencia Felina (FIV+);Sí;Sí;Sí;Sí;No;Tranquila,Dulce,Cariñosa,FIV Positiva,Valiente,Sociable (Humanos/Gatos FIV+),Necesita Interior;Niky es una gata tricolor muy dulce a la que se le diagnosticó FIV. Esto no le impide llevar una vida feliz y sana en interior.;Niky es una hermosa gata tricolor de 7 años, tranquila, muy dulce y mimosísima. Su única particularidad es ser Inmunodeficiencia Felina (FIV+). Es crucial que su hogar sea exclusivamente de interior para protegerla y evitar contagios. Puede convivir perfectamente con otros gatos que también sean FIV positivos o con gatos sanos, siempre que no haya contacto por heridas o peleas (aunque es de carácter dócil). Con una dieta de calidad y controles veterinarios regulares, Niky tendrá una vida larga y feliz, esperando solo un regazo donde ronronear.
GORDITO;Perro;Beagle/Cocker Spaniel;Macho;6;18;Mediano;Blanco, Negro y Marrón (Tricolor), Pelo Semilargo;Dieta de Adelgazamiento Estricta,Ejercicio Moderado Diario,Rutina Predecible,Dueños Comprometidos con su Peso;Sobrepeso Crónico;Sí;Sí;Sí;Sí;No;Glotón (Obsesivo),Amigable,Leal,Bajito (Patas Cortas),Necesita Dieta,Cariñoso,Olfateador;Gordito es muy simpático, pero su anterior vida de sedentarismo y exceso de comida le ha causado un sobrepeso que debe corregir para vivir más años.;Gordito es un perro de 6 años, adorablemente redondito, que vive para la comida. A pesar de su carácter glotón (casi obsesivo), es extremadamente amigable, leal y cariñoso. Su principal desafío es el Sobrepeso Crónico, por lo que necesita un dueño con mano firme que se comprometa a seguir una dieta de adelgazamiento estricta y una rutina de ejercicio diario moderado. Es un olfateador experto (Beagle/Cocker), por lo que adora los paseos en parques seguros. Si buscas un perro feliz que te motive a hacer dieta y ejercicio (a ambos), él es perfecto.
PYRO;Gato;Europeo;Macho;0;1.5;Pequeño,Cachorro;Negro, Pelo Corto;Hogar Indoor Exclusivo,Protección de Ventanas/Balcones,Ambiente con Muebles Estables,Supervisión en el Juego;Ceguera Unilateral (Nacimiento);Sí;No;Sí;Sí;No;Gatito,Cachorro,Adaptado,Juguetón,Curioso,Ciego de un Ojo,Intrépido,Mimoso;Pyro es un cachorro de 3 meses que nació con un ojo ciego. A pesar de esto, se mueve y juega perfectamente, solo necesita un poco de ayuda extra.;Pyro es un cachorro de 3 meses que no deja que su Ceguera Unilateral (Nacimiento) le impida ser un aventurero. Se mueve con la confianza típica de un cachorro. Corre, salta y juega de forma incansable. Es un gatito intrépido que se ha adaptado perfectamente a su condición. Necesita un hogar exclusivamente de interior donde pueda tener su vida segura y con muebles estables. Requiere el compromiso de esterilización a los 6 meses. Su falta de visión no afecta a su capacidad de ronronear y dar amor.
NIEBLA;Perro;Montaña de Pirineos/Maremma;Hembra;4;40;Gigante;Blanco Nieve, Pelo Largo y Denso;Espacio Exterior Grande (Jardín),Clima Templado/Frío,Cepillado Frecuente (Obligatorio),Dueños con Experiencia en Perros Gigantes,No Apto para Apartamento;No;Sí;Sí;Sí;Sí;No;Gigante,Tranquila,Guarda (Instinto Moderado),Majestuosa,Peluda,Dócil,Necesita Sombra/Frío;Niebla es una perra gigante y gentil, típica de razas de montaña. Necesita mucho espacio y no lleva bien el calor del verano.;Niebla es una perra majestuosa de 4 años, una mezcla de razas de montaña de tamaño Gigante. Su carácter es tranquilo, gentil y dócil, perfecto para un hogar con espacio. Sin embargo, su espeso pelaje blanco requiere cepillado diario obligatorio y un ambiente donde pueda tener acceso a sombra y fresco (no apta para climas muy cálidos). Es una excelente guardiana del hogar (instinto moderado) y requiere un dueño con experiencia en el manejo y las necesidades nutricionales de un perro de esta envergadura.
INDIRA;Gato;Europeo;Hembra;9;4.1;Mediano;Atigrado Gris y Crema (Tortie), Pelo Corto;Hogar Sin Otros Animales (Obligatorio),Hogar Sin Niños Pequeños,Respeto por su Espacio Personal,Ideal para Dueños que Trabajan Fuera;No;Sí;Sí;Sí;Sí;No;Independiente,Solitaria,Tranquila,Observadora,Necesita Soledad,Territorial (Animales),Cariñosa (a su Manera),Adulta;Indira es una gata muy independiente que prefiere la compañía humana a la animal. Fue entregada porque no se llevaba bien con el perro de la familia.;Indira es una gata adulta (9 años) de carácter independiente y muy tranquila. Es la candidata perfecta para quienes buscan un compañero que sepa estar solo. De hecho, es un requisito obligatorio que sea el único animal del hogar debido a su naturaleza solitaria y territorial con otras mascotas. Le encanta observar el mundo desde una ventana y ocasionalmente pedirá mimos, pero solo en sus propios términos. Es ideal para una pareja o persona sin niños pequeños que respete su espacio personal y busque una compañía discreta.
WANDA;Perro;Labrador/Boxer;Hembra;0;12;Mediano (Potencial Grande);Dorado (Claro), Pelo Corto;Clases de Cachorros (Obligatorio),Mucha Socialización,Tiempo para Adiestramiento Básico,Hogar Activo;No;Sí;No;Sí;Sí;No;Cachorro,Juguetona,Enérgica (Alta),Aprende Rápido,Bocona (Muerde),Sociable,Necesita Límites;Wanda es una cachorra de 5 meses con la energía típica de su edad y una mezcla de Lab y Boxer. Necesita límites claros y mucho adiestramiento.;Wanda es una cachorra de 5 meses, una mezcla activa y brillante de Labrador y Boxer con un futuro prometedor. Actualmente, es puro juego, lo que incluye mucha energía y "bocas" de cachorra que deben ser redirigidas con adiestramiento constante. Es obligatorio el compromiso con las clases de cachorros y la socialización temprana. Será una perra de tamaño grande y necesita un hogar activo que comprenda la dedicación que requiere la adolescencia canina. Busca una familia dispuesta a invertir en su educación para que se convierta en la adulta equilibrada que está destinada a ser.
OREJAS;Gato;Europeo;Macho;15;4;Mediano;Blanco, Pelo Corto;Hogar Ultra Tranquilo,Manejo con Vibraciones/Gestos,Veterinario Geriátrico,Camas Calientes y Bajas,Mucha Paciencia (Sordera);Sordera Total (Senior);Sí;Sí;Sí;Sí;No;Senior,Sordo,Tranquilo,Dócil,Baja Energía,Necesita Paz,Busca Sol,Mimoso;Orejas es un gato blanco Senior de 15 años que ha perdido completamente la audición con la edad. Es muy mimoso, pero necesita un hogar sin sorpresas.;Orejas es un gato Senior de 15 años, que busca pasar sus últimos años en un remanso de paz. Debido a su Sordera Total (Senior), es crucial que su hogar sea ultra tranquilo, sin ruidos fuertes ni sorpresas. Se comunica principalmente a través de vibraciones y gestos. Es muy dócil, mimoso y de bajísima energía, disfrutando de largas siestas al sol y de camas suaves. Necesita un dueño que sepa lo que implica el cuidado geriátrico y que le ofrezca mucho amor y controles veterinarios regulares.
MÁXIMO;Perro;Jack Russell Terrier/Border Collie;Macho;3;11;Mediano;Blanco y Atigrado, Pelo Corto;Ejercicio Intenso Diario,Adiestramiento Avanzado (Agility/Otras Disciplinas),Dueños Deportistas/Activos,Muchos Juguetes de Inteligencia;No;Sí;Sí;Sí;Sí;No;Hiperactivo,Inteligente (Extremo),Necesita Trabajo,Juguetón,Destructivo,Ágil,Enérgico;Máximo es una mezcla de terrier y Border Collie increíblemente inteligente, pero tiene tanta energía que necesita un dueño que lo mantenga mental y físicamente ocupado.;Máximo es un perro de 3 años, rápido como un rayo y con un cerebro que necesita estar constantemente en marcha. Su mezcla de Jack Russell y Border Collie lo convierte en un perro de energía extremadamente alta que requiere ejercicio intenso y, más importante, una disciplina como Agility u Obediencia Avanzada. Si se aburre, su inteligencia se vuelve destructiva. Es ideal para dueños deportistas, experimentados y comprometidos a darle un "trabajo" mental, no solo paseos.
MANXITA;Gato;Europeo (Bobtail);Hembra;6;4.3;Mediano;Negro y Blanco, Pelo Corto;Hogar Tranquilo,Superficies Bajas (Cola Corta),Ideal para Apartamento,Sociable con Personas Calmadas;Cola Corta (Bobtail);Sí;Sí;Sí;Sí;No;Tranquila,Dócil,Afectuosa,Cola Corta,Observadora,Silenciosa,Adulta;Manxita es una gata adulta que fue rescatada de la calle y tiene una cola corta natural. Es muy calmada y busca un hogar apacible.;Manxita es una gata de 6 años, tranquila y con una adorable peculiaridad física: nació con una Cola Corta (Bobtail). Es una compañera de bajo mantenimiento y muy afectuosa que adora pasar el tiempo observando el mundo desde su cama. Es ideal para un apartamento o un hogar tranquilo, ya que es silenciosa y se adapta bien a rutinas estables. Su personalidad dócil la hace apta para personas de todas las edades, siempre que se maneje con suavidad.
TÍMIDA;Perro;Chihuahua,Mestizo;Hembra;8;4;Pequeño;Marrón Oscuro, Pelo Corto;Hogar Sin Hombres o con Hombres Muy Pacientes (Obligatorio),Hogar Sin Ruidos,Dueños de Experiencia Geriátrica/Trauma,Rutinas Estables,Espacio Seguro (Cama/Jaula);Miedo Severo (Antropofobia Masculina);Sí;Sí;Sí;Sí;No;Asustadiza,Tímida,Senior,Necesita Seguridad,Miedo a Hombres,Se Esconde,Dócil (Una Vez Confía),Baja Energía;Tímida es una perra pequeña que fue rescatada de un ambiente de maltrato. Es increíblemente cariñosa con las mujeres, pero tiene pánico a los hombres.;Tímida es una perra pequeña de 8 años cuyo nombre lo dice todo. Es muy dulce con las mujeres, pero padece de Miedo Severo (Antropofobia Masculina), lo que hace obligatorio un hogar con solo mujeres o, si hay hombres, deben ser extremadamente pacientes y respetuosos con su espacio. Necesita un ambiente tranquilo, sin gritos ni movimientos bruscos, y un lugar seguro donde esconderse (su "madriguera"). Una vez que confía, es la perrita más cariñosa y leal, demostrando que el amor puede curar las heridas del pasado.
ALOE;Gato;Bosque de Noruega/Europeo;Hembra;3;5.5;Grande;Carey (Tortoiseshell), Pelo Semilargo;Compromiso con la Medicación Diaria (Oral/Tópica),Control Veterinario,Cepillado Frecuente,Apta para Convive con Animales Tranquilos;Dermatitis Crónica (Controlada);Sí;Sí;Sí;Sí;No;Afectuosa,Parlanchina,Piel Sensible,Pelaje Largo (Mantenimiento),Jugadora,Adulta Joven,Obediente (con Pastillas);Aloe es una gata muy cariñosa de pelo semilargo. Tiene una dermatitis leve controlada, que requiere una medicación diaria fácil de administrar.;Aloe es una gata de 3 años, muy afectuosa y parlanchina, conocida por su temperamento dulce y su hermoso pelaje carey. Su principal requisito es la gestión de una Dermatitis Crónica (Controlada), que se mantiene a raya con una pastilla diaria y, ocasionalmente, crema tópica. Esta condición no es contagiosa y no afecta su calidad de vida, pero requiere un dueño comprometido con la administración de la medicación (que Aloe acepta con facilidad). Es una compañera perfecta que solo necesita un poco de cuidado extra para estar sana y feliz.
ZEKE;Perro;Pastor Alemán/Ovejero;Macho;5;30;Grande;Negro y Fuego, Pelo Semilargo;Hogar Sin Gatos/Animales Pequeños (Obligatorio),Jardín Cercado Alto,Adiestramiento en Control de Impulsos,Ideal para Finca/Casa con Espacio;Instinto de Presa Alto;Sí;Sí;Sí;Sí;No;Protector,Intenso,Alerta,Fuerte,Instinto de Pastoreo,Leal,Necesita Supervisión (Animales Pequeños);Zeke es un perro pastor muy leal y protector, pero tiene un instinto de presa muy desarrollado y no puede convivir con gatos ni animales de granja.;Zeke es un imponente perro de 5 años con el corazón de un pastor leal y el impulso de un cazador. Su nobleza se combina con un Instinto de Presa Alto, lo que lo hace incompatible con gatos, roedores o aves. Necesita un hogar con un jardín cercado alto donde pueda correr y vigilar. Es un perro muy protector con su familia humana y requiere un dueño con experiencia que sepa canalizar su intensidad y su necesidad de "trabajo" a través de paseos estructurados y juegos de búsqueda.
POINT;Gato;Siamés/Europeo;Hembra;0;2;Pequeño,Cachorro;Blanco,Puntos Café (Point), Pelo Corto;Primerizos,Niños de Todas las Edades,Otros Gatos Amigables,Juego de Alta Energía,Hogar con Supervisión;No;Sí;No;Sí;Sí;No;Gatita,Cachorro,Extremadamente Sociable,Juguetona,Curiosa,Cariñosa,Mimos Extremos,Aprende Rápido;Point es una cachorrita de 5 meses, adorable, súper social y perfecta para cualquier familia, incluyendo niños y otros animales.;Point es una gatita de 5 meses con el inconfundible patrón Point. Hereda la inteligencia y la curiosidad de su mezcla, pero con un temperamento maravillosamente sociable. Es extremadamente juguetona, cariñosa y se adapta rápidamente a cualquier rutina y compañía. Es una candidata excelente para dueños primerizos y hogares con niños, ya que adora interactuar con las personas. Necesita un compromiso de esterilización a los 6 meses. Si buscas una gatita que sea la alegría de la casa y que te siga a todas partes, Point es tu mejor elección.
RIZOS;Perro;Poodle/Bichón Frisé;Macho;5;7.5;Pequeño;Blanco/Gris Claro, Pelo Rizado (Hipoalergénico);Mantenimiento de Peluquería Mensual (Obligatorio),Apto para Apartamento,Paseos Moderados,Ideal para Personas con Alergias Leves;No;Sí;Sí;Sí;Sí;No;Hipoalergénico,Tranquilo,Mimoso,Inteligente,Pelaje Rizado,Obediente,Afectuoso;Rizos es un perrito de pelo rizado, no suelta pelo y es muy tranquilo. Es perfecto para personas que viven en apartamento y buscan compañía calmada.;Rizos es un encantador perrito de 5 años, ideal para vivir en apartamento. Su pelaje rizado es a menudo bien tolerado por personas con alergias leves (Hipoalergénico), pero requiere peluquería profesional mensual obligatoria para evitar nudos. Es de energía moderada y disfruta tanto de un buen paseo como de acurrucarse en el sofá. Es un perro inteligente, mimoso y muy afectuoso, que se apega rápidamente a su familia. Busca un hogar que lo mantenga bien acicalado y le dé mucho amor.
CARLOS;Gato;Europeo;Macho;0;1.6;Pequeño (Cachorro);Atigrado Gris Oscuro (Mackerel), Pelo Corto;Juego Diario Intenso,Compañero de Juego (Gato o Humano),Protección de Ventanas/Balcones,Ideal para Familias con Niños Mayores;No;Sí;No;Sí;Sí;No;Gatito,Torbellino,Juguetón (Extremo),Curioso,Enérgico,Ágil,Necesita Estimulación;Carlos es un gatito de 3 meses que vive a toda velocidad. Es muy curioso y sociable, pero necesita mucha actividad para quemar su energía.;Carlos es un gatito atigrado de 3 meses cuyo nombre describe perfectamente su personalidad: es un torbellino de energía. Es increíblemente juguetón, curioso y rápido (típico de su edad), y necesita un hogar que pueda proporcionarle juego constante y estimulación mental. Sería muy feliz con un compañero felino para competir en carreras por el salón. Es vital que sus adoptantes se comprometan a la esterilización a los 6 meses. Si estás listo para el reto de una pequeña bola de pelo con batería infinita, Rayo te está esperando.
KAKO;Perro;Pastor Belga,Europeo;Hembra;7;25;Mediano,Grande;Negro, Pelo semilargo;Dueños que Teletrabajan/Jubilados (Obligatorio),Adiestramiento Reforzado,Caminatas Cortas y Frecuentes,Compañía Humana Constante;Ansiedad por Separación (Leve);Sí;Sí;Sí;Sí;No;Obediente,Entrenada,Sigue a su Humano,Necesita Compañía,Ansiosa (Sola),Inteligente,Leal;Kako es una perra excepcionalmente bien educada y tranquila, pero desarrolla ansiedad si se queda sola. Necesita una persona que esté en casa casi todo el día.;Kako es una pastora de 7 años excepcionalmente obediente, tranquila e inteligente. Es de mediana-gran energía, por lo que disfruta mucho de paseos de calidad. Su única dificultad es que padece una Ansiedad por Separación (Leve), lo que la hace incompatible con dueños que trabajan fuera de casa. Necesita, de forma obligatoria, un compañero humano que esté en casa la mayor parte del día (teletrabajo o jubilados) y que refuerce su adiestramiento. A cambio, obtendrás una perra increíblemente leal que te seguirá como una sombra.
SAFIRO;Gato;Tailandés (Wichian Mat)/Europeo;Hembra;2;4;Mediano;Blanco/Gris con Puntos Oscuros (Point), Ojos Azules;Juego Interactivo Diario (Cazar/Simular),Apto para Convive con Perros,Tolerante con Niños,Dueños que Acepten Gatos Parlanchines;No;Sí;Sí;Sí;Sí;No;Parlanchina (Muy Vocal),Juguetona,Sociable (Perros/Niños),Ojos Azules,Delicada,Afectuosa,Joven;Safiro es una gata joven con el temperamento de un siamés (muy parlanchina) y unos hermosos ojos azules. Le encanta jugar y se lleva bien con los perros.;Safiro es una gata de 2 años con unos hipnóticos ojos azules y un carácter burbujeante. Es muy parlanchina (extremadamente vocal) y te contará todo sobre su día, por lo que necesita un dueño que aprecie la conversación felina. Es sociable, se ha adaptado bien a la convivencia con perros educados y le encanta el juego interactivo. Safiro es perfecta para una familia activa que busque una gata que participe en todas las actividades del hogar y llene la casa de mimos y maullidos.
ALGODÓN;Perro;Pomerania/Shih Tzu;Macho;10;5.0;Pequeño;Crema/Miel, Pelo Largo y Suave;Comida Blanda o Húmeda (Obligatorio),Cepillado Frecuente,Paseos Muy Lentos,Hogar Tranquilo,Ideal para Seniors Humanos;Problemas Dentales Crónicos (Senior);Sí;Sí;Sí;Sí;No;Senior,Dócil,Tranquilo,Mimoso (Sofá),Baja Energía,Necesita Comida Blanda,Cariñoso,Pelaje Largo (Mantenimiento);Algodón es un perrito Senior de 10 años, muy tranquilo y suave, que busca un regazo donde jubilarse. Necesita atención a sus dientes.;Algodón es un perrito Senior de 10 años, con un pelaje que hace honor a su nombre: largo, suave y esponjoso. Su carácter es dócil, tranquilo y de muy baja energía, perfecto para un hogar que busque compañía silenciosa y mucho cariño de sofá. Debido a Problemas Dentales Crónicos (Senior), requiere obligatoriamente una dieta de comida blanda o húmeda. Disfruta de paseos cortos y lentos. Es el compañero ideal para personas mayores o jubilados que deseen darle un final de vida lleno de calidez y mimos.
BRUMA;Gato;Bosque de Noruega/Europeo;Hembra;4;5;Mediano-Grande;Negro Ahumado (Smoke), Pelo Largo;Mucha Paciencia Inicial,Hogar Tranquilo y Predecible,Cepillado Diario/Frecuente,Ideal para Adultos que Buscan una Relación Profunda;No;Sí;Sí;Sí;Sí;No;Tímida (Inicialmente),Reservada,Necesita Confianza,Majestuosa,Pelaje Largo (Mantenimiento),Afectuosa (Una Vez Conoce),Observadora;Bruma es una gata de pelo largo, hermosa pero reservada. Necesita tiempo para confiar en las personas, pero una vez que lo hace, es muy fiel.;Bruma es una gata de 4 años, majuestuosa y con un llamativo pelaje largo y ahumado. Es una gata reservada y tímida que requiere mucha paciencia inicial y un hogar tranquilo y predecible. No es la gata que te recibirá en la puerta, sino la que te elegirá después de semanas de observación silenciosa. Una vez que establece un vínculo, es increíblemente afectuosa y fiel. Su pelaje requiere un cepillado frecuente para mantenerse libre de nudos. Es ideal para adultos que valoren una relación profunda basada en el respeto y la confianza mutua.
TORBELLINO;Perro;Dachshund/Chihuahua;Macho;2;6.5;Pequeño;Marrón,Tostado, Pelo Corto;Manejo de Correa con Experiencia (Obligatorio),Adiestramiento de Contracondicionamiento,Sin Jardín (Apto para Apartamento),No Apto para Perros Primerizos;Reactividad en Correa (Perros);Sí;Sí;Sí;Sí;No;Enérgico,Alerta,Ladrador (A Veces),Reactivo (Correa),Juguetón (en Casa),Fuerte Carácter,Territorial;Torbellino es un perro de pequeño tamaño pero con una gran personalidad. Es muy cariñoso con las personas, pero reacciona mal ante otros perros durante los paseos.;Torbellino es un perro de 2 años con mucha confianza en sí mismo. En casa es un encanto juguetón y cariñoso, perfecto para acurrucarse. Sin embargo, en la calle padece de Reactividad en Correa (Perros), lo que requiere un dueño experimentado y firme en el manejo, dispuesto a continuar con el adiestramiento de contracondicionamiento. No es agresivo, pero ladra y se frustra al ver otros perros. Es un desafío que vale la pena por su corazón leal. Ideal para un hogar que pueda ofrecerle estructura y manejar paseos en horas tranquilas.
ROJO;Gato;Europeo;Macho;0;2.5;Pequeño (Adolescente);Rojo (Ginger), Pelo Corto;Gato Único en Casa (Obligatorio) o Sólo con Otros FIV+,Veterinario Anual Obligatorio,Hogar Indoor Estricto,Alimentación de Calidad;Inmunodeficiencia Felina (FIV);Sí;Sí;Sí;Sí;No;Adolescente,Sociable (Humanos),Mimoso,Juguetón,Portador de FIV,Necesita Indoor,Cariñoso,Ginger;Rojo es un gatito adolescente de 6 meses, sociable y cariñoso que dio positivo en Inmunodeficiencia Felina (FIV). Esta condición es manejable, pero requiere un hogar específico.;Rojo es un gatito ginger adolescente de 6 meses cuyo diagnóstico de Inmunodeficiencia Felina (FIV) no frena en absoluto su espíritu juguetón y cariñoso. FIV es una enfermedad que se gestiona fácilmente con una vida tranquila y bajo techo, sin afectar su esperanza de vida si se cuida bien. Es obligatorio que sea el único gato en casa o que conviva únicamente con otros gatos FIV positivos, ya que se transmite a través de mordiscos. Necesita un hogar estrictamente indoor, donde pueda disfrutar de su sociabilidad con los humanos y de mucho juego seguro.
MICRO;Perro;Yorkshire Terrier/Poodle Toy;Macho;4;3.5;Miniatura;Negro y Fuego (Oscuro), Pelo Semilargo;Manejo Ultra Suave (Fragilidad),Hogar sin Perros Grandes,Apto para Apartamento,Niños Mayores y Tranquilos;No;Sí;Sí;Sí;Sí;No;Minúscula,Tímido (Inicialmente),Dócil,Regazo (Lap Dog),Baja Energía,Delicado,Afectuoso (Conocidos);Micro es un perrito adulto en miniatura. Es muy dócil y tranquilo, pero se asusta con facilidad por su tamaño y necesita que lo manipulen con mucho cuidado.;Micro es un perrito adulto de 4 años, de tamaño Miniatura, que pesa apenas 3.5 kg. A pesar de su tamaño, es un compañero valiente y muy afectuoso una vez que confía. Es dócil, de baja energía e ideal para un apartamento, disfrutando de ser un perro de regazo. El requisito clave es el manejo ultra suave y delicado debido a su fragilidad física. Es apto para niños mayores y tranquilos que entiendan la necesidad de cuidarlo como a un bebé.
TRES;Gato;Europeo;Macho;1;4.5;Mediano;Atigrado,Gris,Blanco, Pelo Corto;Espacios Sin Escaleras Empinadas (Ideal),Apto para Apartamento,Juguetón,Comprensión de Cuidado de Amputados;Amputación (Pata Delantera Izquierda);Sí;Sí;Sí;Sí;No;Trípode,Joven,Ágil (Sorprendente),Cariñoso,Juguetón,Rápido,Necesita Adaptación;Tres es un gato joven que perdió su pata delantera izquierda debido a un accidente, pero se ha adaptado perfectamente a ser un gato trípode, sin dolor.;Tres es un gato de solo 1 año, pura energía y afecto. Aunque solo tiene tres patas debido a una Amputación (Pata Delantera Izquierda), esto no lo frena en absoluto. De hecho, es sorprendentemente ágil y rápido para jugar. Es un compañero cariñoso que adora los mimos y el juego interactivo. Solo necesita un hogar que entienda que su condición no es una discapacidad, sino una simple diferencia, y que evite escaleras muy empinadas o situaciones de riesgo. Es perfecto para personas que buscan un gato juguetón con una historia de superación.
PEPE;Perro;Labrador/Mastín;Macho;12;35;Grande;Negro, Pelo corto;Mínimo Esfuerzo Físico,Suelos Antideslizantes/Rampas,Medicamentos para el Dolor (Obligatorio),Hogar Ultra Tranquilo,Ideal para Siestas Largas;Osteoartritis Severa (Senior);Sí;Sí;Sí;Sí;No;Senior,Gigante Gentil,Dócil (Extremo),Baja Movilidad,Tranquilo,Busca Sol,Necesita Medicina Diaria,Leal;Pepe es un perro senior gigante, muy noble y tranquilo. Sus años le pesan y sufre de osteoartritis, por lo que busca un sofá grande para sus últimos años.;Pepe es un gigante gentil de 12 años que busca un lugar cálido para sus años dorados. Su tamaño grande y su edad avanzada han traído Osteoartritis Severa (Senior), por lo que es obligatorio el compromiso con su medicación diaria para el dolor. Es extremadamente dócil, tranquilo y solo necesita paseos cortos y lentos, priorizando las siestas al sol. A pesar de su baja movilidad, su corazón es joven. Es ideal para una familia que comprenda los cuidados geriátricos y solo quiera darle amor y comodidad en esta etapa.
GALIA;Gato;Europeo;Hembra;2;3.8;Mediano;Blanco,Gris, Pelo corto;Hogar Indoor Estricto (Obligatorio),No Mover Muebles Constantemente,Juego Sensorial (Sonido/Olor),Hogar Tranquilo y Predecible;Ceguera Total (Adaptada);Sí;Sí;Sí;Sí;No;Ciego,Orientado por Sonido/Olor,Juguetona (Oído),Cariñosa,Tranquila,Necesita Rutina,Se Adapta Rápido,Joven;Galia es una gata joven que nació ciega. Se ha adaptado perfectamente y se mueve con total normalidad en ambientes estables, siendo muy cariñosa.;Galia es una gata de 2 años que ha aprendido a moverse por el mundo sin depender de la vista. Su ceguera total no afecta su calidad de vida, ya que su oído y olfato están hiperdesarrollados. Es cariñosa, tranquila y se orienta increíblemente bien, siempre y cuando su entorno sea estrictamente indoor y no se cambie la disposición de los muebles constantemente. Necesita un dueño que juegue con ella usando sonidos y que le ofrezca un entorno estable y predecible. Galia te demostrará que el amor no necesita verse.
CHITO;Perro;Bóxer/Pitbull Terrier Americano;Macho;1;28;Grande;Atigrado, Pelo Corto;Adiestramiento Firme y Consistente,Dueños Fuertes y con Experiencia,Sin Muebles de Valor,Ejercicio Intenso (2 Horas Mínimas);Exceso de Entusiasmo (Boca y Saltos);Sí;Sí;Sí;Sí;No;Hiperactivo,Juguetón,Goofy (Torpe),Boca Dura,Saltador,Necesita Límites,Amante de la Gente,Cachorro Grande;Chito es un "cachorro" gigante de 1 año con mucha energía y entusiasmo. Adora a las personas pero necesita disciplina ya que salta y muerde jugando.;Chito es un cachorro grande de solo 1 año, una masa musculosa de pura alegría y energía. Adora a la gente y es muy goofy (torpe), pero tiene un Exceso de Entusiasmo (Boca y Saltos) que puede ser abrumador. Necesita un dueño fuerte, con experiencia en razas poderosas, que pueda ofrecer adiestramiento firme y consistente para establecer límites. Requiere un mínimo de 2 horas de ejercicio intenso al día. Es un diamante en bruto que, con la estructura adecuada, se convertirá en un perro familiar leal y bien educado. No apto para hogares con niños muy pequeños o personas mayores.
